index,id,release_date,production_budget,worldwide_gross,genre_ids
Me Before You,20,2016,20000000,208265198,Drama
Me Before You,20,2016,20000000,208265198,Romance
Me and Earl and the Dying Girl,100,2015,8000000,9266180,Comedy
Me and Earl and the Dying Girl,100,2015,8000000,9266180,Drama
Mechanic: Resurrection,94,2016,40000000,109738840,Action
Mechanic: Resurrection,94,2016,40000000,109738840,Crime
Mechanic: Resurrection,94,2016,40000000,109738840,Thriller
Meek's Cutoff,40,2011,2000000,1869928,Drama
Meek's Cutoff,40,2011,2000000,1869928,Western
Meet the Blacks,39,2016,900000,9097072,Comedy
Meet the Blacks,39,2016,900000,9097072,Horror
Megamind,47,2010,130000000,321887208,Animation
Megamind,47,2010,130000000,321887208,Action
Megamind,47,2010,130000000,321887208,Comedy
Megamind,47,2010,130000000,321887208,Family
Megamind,47,2010,130000000,321887208,Science Fiction
Melancholia,62,2011,9400000,21817298,Drama
Melancholia,62,2011,9400000,21817298,Science Fiction
Men in Black 3,35,2012,215000000,654213485,Action
Men in Black 3,35,2012,215000000,654213485,Comedy
Men in Black 3,35,2012,215000000,654213485,Science Fiction
Metegol,52,2013,22000000,34061097,Animation
Metegol,52,2013,22000000,34061097,Adventure
Metegol,52,2013,22000000,34061097,Romance
Middle School: The Worst Years of My Life,39,2016,8500000,23311293,Family
Middle School: The Worst Years of My Life,39,2016,8500000,23311293,Comedy
Middle of Nowhere,23,2012,200000,236806,Comedy
Middle of Nowhere,23,2012,200000,236806,Drama
Middle of Nowhere,23,2012,200000,236806,Drama
Midnight Special,35,2016,18000000,7680250,Adventure
Midnight Special,35,2016,18000000,7680250,Drama
Midnight Special,35,2016,18000000,7680250,Science Fiction
Midnight in Paris,83,2011,30000000,162502774,Fantasy
Midnight in Paris,83,2011,30000000,162502774,Comedy
Midnight in Paris,83,2011,30000000,162502774,Romance
Mientras duermes,82,2012,5000000,9109597,Thriller
Mientras duermes,82,2012,5000000,9109597,Thriller
Mike and Dave Need Wedding Dates,73,2016,33000000,75898100,Comedy
Mile 22,78,2018,35000000,66295121,Action
Milk,63,2008,20000000,57293371,Documentary
Milk,63,2008,20000000,57293371,Action
Milk,63,2008,20000000,57293371,Adventure
Milk,63,2008,20000000,57293371,Comedy
Milk,63,2008,20000000,57293371,Horror
Million Dollar Arm,17,2014,25000000,39217912,Drama
Minions,73,2015,74000000,1160336173,Family
Minions,73,2015,74000000,1160336173,Animation
Minions,73,2015,74000000,1160336173,Adventure
Minions,73,2015,74000000,1160336173,Comedy
Miracles from Heaven,50,2016,13000000,73798736,Drama
Mirror Mirror,7,2012,85000000,173613482,Adventure
Mirror Mirror,7,2012,85000000,173613482,Comedy
Mirror Mirror,7,2012,85000000,173613482,Drama
Mirror Mirror,7,2012,85000000,173613482,Family
Mirror Mirror,7,2012,85000000,173613482,Fantasy
Misconduct,15,2016,11000000,2352511,Drama
Misconduct,15,2016,11000000,2352511,Thriller
Misconduct,15,2016,11000000,2352511,Mystery
Miss Bala,81,2019,15000000,15362298,Drama
Miss Bala,81,2019,15000000,15362298,Action
Miss Julie,33,2015,5500000,863895,Drama
Miss Sloane,36,2016,18000000,7719630,Drama
Miss Sloane,36,2016,18000000,7719630,Thriller
Miss Sloane,36,2016,18000000,7719630,Drama
Miss Sloane,36,2016,18000000,7719630,Thriller
Moana,62,2016,150000000,637517365,Documentary
Moana,62,2016,150000000,637517365,Adventure
Moana,62,2016,150000000,637517365,Comedy
Moana,62,2016,150000000,637517365,Family
Moana,62,2016,150000000,637517365,Animation
Moana,62,2016,150000000,637517365,Adventure
Moana,62,2016,150000000,637517365,Comedy
Moana,62,2016,150000000,637517365,Family
Moana,62,2016,150000000,637517365,Animation
Molly,81,1999,21000000,17396,Action
Molly,81,1999,21000000,17396,Science Fiction
Mommy,1,2015,4900000,17536004,Drama
Money Monster,98,2016,27000000,93466095,Thriller
Money Monster,98,2016,27000000,93466095,Drama
Moneyball,15,2011,50000000,111300835,Drama
Monster,69,2003,5000000,64240813,Horror
Monster Trucks,81,2017,125000000,61642798,Action
Monster Trucks,81,2017,125000000,61642798,Comedy
Monster Trucks,81,2017,125000000,61642798,Science Fiction
Monsters,50,2010,500000,5639730,Drama
Monsters,50,2010,500000,5639730,Thriller
Monsters,50,2010,500000,5639730,Science Fiction
Monsters,50,2010,500000,5639730,Adventure
Monsters,50,2010,500000,5639730,Drama
Monsters,50,2010,500000,5639730,Science Fiction
Monsters University,53,2013,200000000,743588329,Animation
Monsters University,53,2013,200000000,743588329,Family
Monte Carlo,84,2011,20000000,39686769,Adventure
Monte Carlo,84,2011,20000000,39686769,Comedy
Monte Carlo,84,2011,20000000,39686769,Romance
Moonlight,64,2016,1500000,65245512,Drama
Moonlight,64,2016,1500000,65245512,Drama
Moonrise Kingdom,33,2012,16000000,68848446,Comedy
Moonrise Kingdom,33,2012,16000000,68848446,Drama
Moonrise Kingdom,33,2012,16000000,68848446,Romance
Morgan,5,2016,8000000,7298786,Drama
Morgan,5,2016,8000000,7298786,Horror
Morgan,5,2016,8000000,7298786,Science Fiction
Morgan,5,2016,8000000,7298786,Thriller
Morning Glory,73,2010,40000000,59795070,Comedy
Morning Glory,73,2010,40000000,59795070,Drama
Morning Glory,73,2010,40000000,59795070,Romance
Mortal Engines,4,2018,100000000,85287417,Adventure
Mortal Engines,4,2018,100000000,85287417,Fantasy
Mortdecai,48,2015,60000000,30396134,Comedy
Mortdecai,48,2015,60000000,30396134,Adventure
Movie 43,39,2013,10000000,31164747,Comedy
Mr. Nobody,43,2013,46500000,22254,Science Fiction
Mr. Nobody,43,2013,46500000,22254,Drama
Mr. Nobody,43,2013,46500000,22254,Romance
Mr. Nobody,43,2013,46500000,22254,Fantasy
Mr. Peabody & Sherman,1,2014,145000000,269806430,Animation
Mr. Peabody & Sherman,1,2014,145000000,269806430,Adventure
Mr. Peabody & Sherman,1,2014,145000000,269806430,Family
Mr. Turner,18,2014,14000000,25187026,History
Mr. Turner,18,2014,14000000,25187026,Drama
Much Ado About Nothing,82,1993,8000000,22549338,Comedy
Mud,98,2013,10000000,31556959,Drama
"Mune, le gardien de la lune",13,2017,17000000,14534046,Animation
"Mune, le gardien de la lune",13,2017,17000000,14534046,Family
"Mune, le gardien de la lune",13,2017,17000000,14534046,Adventure
"Mune, le gardien de la lune",13,2017,17000000,14534046,Fantasy
"Mune, le gardien de la lune",13,2017,17000000,14534046,Comedy
Muppets Most Wanted,20,2014,55000000,79312301,Comedy
Muppets Most Wanted,20,2014,55000000,79312301,Adventure
Muppets Most Wanted,20,2014,55000000,79312301,Crime
Muppets Most Wanted,20,2014,55000000,79312301,Family
Murder on the Orient Express,95,2017,55000000,345922730,Crime
Murder on the Orient Express,95,2017,55000000,345922730,Drama
Murder on the Orient Express,95,2017,55000000,345922730,Mystery
Murder on the Orient Express,95,2017,55000000,345922730,Crime
Murder on the Orient Express,95,2017,55000000,345922730,Drama
Murder on the Orient Express,95,2017,55000000,345922730,Mystery
Mustang,21,2015,1400000,5552584,Drama
My Big Fat Greek Wedding 2,77,2016,18000000,92096558,Romance
My Big Fat Greek Wedding 2,77,2016,18000000,92096558,Comedy
My Big Fat Greek Wedding 2,77,2016,18000000,92096558,Family
My Girlfriend's Boyfriend,26,2010,1400000,0,Comedy
My Last Day Without You,15,2013,1000000,0,Comedy
My Last Day Without You,15,2013,1000000,0,Drama
My Last Day Without You,15,2013,1000000,0,Romance
My Soul to Take,68,2010,25000000,16727470,Drama
My Soul to Take,68,2010,25000000,16727470,Horror
My Soul to Take,68,2010,25000000,16727470,Mystery
My Soul to Take,68,2010,25000000,16727470,Thriller
My Week with Marilyn,22,2011,10000000,34240572,Drama
N-Secure,54,2010,1600000,2595644,Drama
N-Secure,54,2010,1600000,2595644,Crime
N-Secure,54,2010,1600000,2595644,Thriller
Nanny McPhee and the Big Bang,93,2010,35000000,97799865,Comedy
Nanny McPhee and the Big Bang,93,2010,35000000,97799865,Fantasy
Nanny McPhee and the Big Bang,93,2010,35000000,97799865,Family
Nebraska,91,2013,12000000,24761360,Drama
Nebraska,91,2013,12000000,24761360,Adventure
Need for Speed,70,2014,66000000,194169619,Action
Need for Speed,70,2014,66000000,194169619,Crime
Need for Speed,70,2014,66000000,194169619,Drama
Need for Speed,70,2014,66000000,194169619,Thriller
Neighbors,64,2014,18000000,270944428,Comedy
Neighbors 2: Sorority Rising,56,2016,35000000,108757621,Comedy
Nerve,43,2016,20000000,70652284,Comedy
Nerve,43,2016,20000000,70652284,Drama
Nerve,43,2016,20000000,70652284,Comedy
Nerve,43,2016,20000000,70652284,Drama
Nerve,43,2016,20000000,70652284,Mystery
Nerve,43,2016,20000000,70652284,Adventure
Nerve,43,2016,20000000,70652284,Crime
Never Back Down 2: The Beatdown,64,2011,3000000,0,Drama
Never Back Down 2: The Beatdown,64,2011,3000000,0,Action
Never Let Me Go,29,2010,15000000,11173718,Drama
Never Let Me Go,29,2010,15000000,11173718,Romance
Never Let Me Go,29,2010,15000000,11173718,Science Fiction
Newlyweds,73,2012,9000,4584,Comedy
Newlyweds,73,2012,9000,4584,Romance
Niagara,53,1953,1250000,2500000,Animation
Niagara,53,1953,1250000,2500000,Drama
Night School,16,2018,29000000,103008792,Documentary
Night School,16,2018,29000000,103008792,Comedy
Night at the Museum: Secret of the Tomb,60,2014,127000000,353756621,Adventure
Night at the Museum: Secret of the Tomb,60,2014,127000000,353756621,Comedy
Night at the Museum: Secret of the Tomb,60,2014,127000000,353756621,Fantasy
Night at the Museum: Secret of the Tomb,60,2014,127000000,353756621,Family
Night of the Living Dead,69,1990,4200000,5835247,Horror
Night of the Living Dead,77,1968,114000,30087064,Horror
Nightcrawler,34,2014,8500000,50334418,Crime
Nightcrawler,34,2014,8500000,50334418,Drama
Nightcrawler,34,2014,8500000,50334418,Thriller
Nine,100,2009,80000000,53508858,Animation
Nine,100,2009,80000000,53508858,Adventure
Nine Dead,82,2009,2000000,0,Crime
Nine Dead,82,2009,2000000,0,Drama
Nine Dead,82,2009,2000000,0,Horror
Nine Dead,82,2009,2000000,0,Mystery
No Escape,74,2015,5000000,42844516,Action
No Escape,74,2015,5000000,42844516,Thriller
No Good Deed,44,2014,13200000,54323210,Crime
No Good Deed,44,2014,13200000,54323210,Thriller
No Man's Land,52,2001,1000000,2684207,Drama
No Man's Land,52,2001,1000000,2684207,Documentary
No Strings Attached,84,2011,25000000,149228078,Comedy
No Strings Attached,84,2011,25000000,149228078,Romance
No se Aceptan Devoluciones,62,2013,5000000,100486616,Comedy
No se Aceptan Devoluciones,62,2013,5000000,100486616,Drama
Noah,51,2014,130000000,352831065,Drama
Noah,51,2014,130000000,352831065,Drama
Noah,51,2014,130000000,352831065,Adventure
Noah,51,2014,130000000,352831065,Documentary
Nocturnal Animals,3,2016,22500000,32398681,Drama
Nocturnal Animals,3,2016,22500000,32398681,Thriller
Nocturnal Animals,3,2016,22500000,32398681,Drama
Nocturnal Animals,3,2016,22500000,32398681,Thriller
Non-Stop,2,2014,50000000,222383055,TV Movie
Non-Stop,2,2014,50000000,222383055,Drama
Non-Stop,2,2014,50000000,222383055,Mystery
Non-Stop,2,2014,50000000,222383055,Thriller
Non-Stop,2,2014,50000000,222383055,Action
Non-Stop,2,2014,50000000,222383055,Thriller
Non-Stop,2,2014,50000000,222383055,Mystery
Norm of the North,9,2016,18000000,30535660,Adventure
Norm of the North,9,2016,18000000,30535660,Animation
Norm of the North,9,2016,18000000,30535660,Comedy
Norm of the North,9,2016,18000000,30535660,Family
Not Cool,69,2014,800000,35688,Comedy
Nothing,57,2003,4000000,63180,Drama
November,81,2005,250000,191862,Drama
November,81,2005,250000,191862,Fantasy
November,81,2005,250000,191862,Horror
November,81,2005,250000,191862,Romance
November,81,2005,250000,191862,Drama
November,81,2005,250000,191862,Fantasy
November,81,2005,250000,191862,Horror
November,81,2005,250000,191862,Romance
Now You See Me,41,2013,75000000,342769200,Thriller
Now You See Me,41,2013,75000000,342769200,Crime
Now You See Me 2,66,2016,90000000,328325007,Action
Now You See Me 2,66,2016,90000000,328325007,Comedy
Now You See Me 2,66,2016,90000000,328325007,Thriller
Nowhere Boy,6,2010,1900000,7785229,Drama
O Menino e o Mundo,54,2015,500000,280967,Animation
O Menino e o Mundo,54,2015,500000,280967,Adventure
O Menino e o Mundo,54,2015,500000,280967,Family
O Menino e o Mundo,54,2015,500000,280967,Science Fiction
Oblivion,93,2013,120000000,287916633,Action
Oblivion,93,2013,120000000,287916633,Science Fiction
Oblivion,93,2013,120000000,287916633,Adventure
Oblivion,93,2013,120000000,287916633,Mystery
Obvious Child,41,2014,1000000,3324070,Comedy
Obvious Child,41,2014,1000000,3324070,Romance
Oceans,2,2010,80000000,86787530,Documentary
Oceans,2,2010,80000000,86787530,Family
October Baby,35,2012,1000000,5391992,Drama
Oculus,72,2014,5000000,44115496,Horror
Office Christmas Party,81,2016,45000000,91323299,Comedy
Oldboy,32,2005,3000000,6239723,Drama
Oldboy,32,2005,3000000,6239723,Thriller
Oldboy,32,2005,3000000,6239723,Mystery
Oldboy,32,2005,3000000,6239723,Action
Olympus Has Fallen,9,2013,70000000,172878928,Action
Olympus Has Fallen,9,2013,70000000,172878928,Thriller
On the Basis of Sex,81,2018,20000000,38073377,Drama
On the Basis of Sex,81,2018,20000000,38073377,History
On the Road,17,2013,25000000,9313302,Adventure
On the Road,17,2013,25000000,9313302,Drama
Once Upon a Time in America,89,1984,30000000,5575648,Drama
Once Upon a Time in America,89,1984,30000000,5575648,Crime
One Day,84,2011,15000000,59168692,Drama
One Day,84,2011,15000000,59168692,Romance
One for the Money,59,2012,42000000,36197221,Action
One for the Money,59,2012,42000000,36197221,Comedy
One for the Money,59,2012,42000000,36197221,Crime
Only God Forgives,8,2013,4800000,4494560,Drama
Only God Forgives,8,2013,4800000,4494560,Thriller
Only God Forgives,8,2013,4800000,4494560,Crime
Only the Brave,75,2017,38000000,24555177,Drama
Open Road,59,2013,3000000,47469,Action
Open Road,59,2013,3000000,47469,Drama
Open Road,59,2013,3000000,47469,Thriller
Ouija,60,2014,5000000,103300632,Horror
Ouija: Origin of Evil,75,2016,9000000,81831866,Horror
Ouija: Origin of Evil,75,2016,9000000,81831866,Thriller
Ouija: Origin of Evil,75,2016,9000000,81831866,Horror
Ouija: Origin of Evil,75,2016,9000000,81831866,Thriller
Our Family Wedding,95,2010,14000000,21410546,Comedy
Our Idiot Brother,78,2011,5000000,25861249,Comedy
Our Idiot Brother,78,2011,5000000,25861249,Drama
Out of the Blue,23,2007,4600000,731767,Action
Out of the Dark,56,1989,1600000,419428,Thriller
Out of the Dark,56,1989,1600000,419428,Horror
Out of the Furnace,41,2013,22000000,15434375,Thriller
Out of the Furnace,41,2013,22000000,15434375,Drama
Out of the Furnace,41,2013,22000000,15434375,Crime
Overboard,61,2018,12000000,85369830,Romance
Overboard,61,2018,12000000,85369830,Comedy
Oz the Great and Powerful,54,2013,200000000,490359051,Fantasy
Oz the Great and Powerful,54,2013,200000000,490359051,Adventure
Oz the Great and Powerful,54,2013,200000000,490359051,Family
Pacific Rim,72,2013,190000000,411002906,Action
Pacific Rim,72,2013,190000000,411002906,Science Fiction
Pacific Rim,72,2013,190000000,411002906,Adventure
Pacific Rim: Uprising,50,2018,155000000,290930148,Action
Pacific Rim: Uprising,50,2018,155000000,290930148,Fantasy
Pacific Rim: Uprising,50,2018,155000000,290930148,Science Fiction
Pacific Rim: Uprising,50,2018,155000000,290930148,Adventure
Paddington,5,2015,55000000,258789097,Comedy
Paddington,5,2015,55000000,258789097,Adventure
Paddington,5,2015,55000000,258789097,Family
Pain & Gain,33,2013,26000000,81275291,Thriller
Pain & Gain,33,2013,26000000,81275291,Crime
Pain & Gain,33,2013,26000000,81275291,Action
Pain & Gain,33,2013,26000000,81275291,Comedy
Palo Alto,58,2014,1000000,1156309,Drama
Palo Alto,58,2014,1000000,1156309,Drama
Pan,93,2015,150000000,151525973,Adventure
Pan,93,2015,150000000,151525973,Family
Pan,93,2015,150000000,151525973,Fantasy
Paper Towns,68,2015,12000000,85450484,Drama
Paper Towns,68,2015,12000000,85450484,Mystery
Paper Towns,68,2015,12000000,85450484,Romance
ParaNorman,89,2012,60000000,108119662,Family
ParaNorman,89,2012,60000000,108119662,Animation
ParaNorman,89,2012,60000000,108119662,Adventure
ParaNorman,89,2012,60000000,108119662,Comedy
Paranoia,19,2013,40000000,16340767,Drama
Paranoia,19,2013,40000000,16340767,Thriller
Paranoia,19,2013,40000000,16340767,Thriller
Paranoia,19,2013,40000000,16340767,Horror
Paranormal Activity 2,65,2010,3000000,177512032,Horror
Paranormal Activity 2,65,2010,3000000,177512032,Thriller
Paranormal Activity 3,51,2011,5000000,207039844,Horror
Paranormal Activity 4,59,2012,5000000,142817992,Horror
Paranormal Activity: The Ghost Dimension,7,2015,10000000,77959374,Horror
Paranormal Activity: The Ghost Dimension,7,2015,10000000,77959374,Thriller
Paranormal Activity: The Marked Ones,70,2014,5000000,90904854,Horror
Paranormal Activity: The Marked Ones,70,2014,5000000,90904854,Thriller
Parental Guidance,79,2012,25000000,120832383,Comedy
Parker,18,2013,35000000,48543388,Action
Parker,18,2013,35000000,48543388,Crime
Parkland,100,2013,10000000,1616353,History
Parkland,100,2013,10000000,1616353,Drama
Parkland,100,2013,10000000,1616353,Thriller
Parkland,100,2013,10000000,1616353,Mystery
Passengers,28,2016,110000000,302239672,Drama
Passengers,28,2016,110000000,302239672,Romance
Passengers,28,2016,110000000,302239672,Science Fiction
Passengers,28,2016,110000000,302239672,Drama
Passengers,28,2016,110000000,302239672,Romance
Passengers,28,2016,110000000,302239672,Science Fiction
Paterson,54,2016,5000000,10727536,Comedy
Paterson,54,2016,5000000,10727536,Drama
Paterson,54,2016,5000000,10727536,Romance
Paterson,54,2016,5000000,10727536,Comedy
Paterson,54,2016,5000000,10727536,Drama
Paterson,54,2016,5000000,10727536,Romance
Patriots Day,69,2016,40000000,52837989,Action
Patriots Day,69,2016,40000000,52837989,Drama
Patriots Day,69,2016,40000000,52837989,Thriller
Patriots Day,69,2016,40000000,52837989,Crime
Patriots Day,69,2016,40000000,52837989,History
Patriots Day,69,2016,40000000,52837989,Action
Patriots Day,69,2016,40000000,52837989,Drama
Patriots Day,69,2016,40000000,52837989,Thriller
Patriots Day,69,2016,40000000,52837989,Crime
Patriots Day,69,2016,40000000,52837989,History
Patti Cake$,56,2017,1000000,1471090,Drama
Paul,58,2011,40000000,101162106,Adventure
Paul,58,2011,40000000,101162106,Comedy
Paul,58,2011,40000000,101162106,Science Fiction
Paul Blart: Mall Cop 2,60,2015,38000000,107650646,Action
Paul Blart: Mall Cop 2,60,2015,38000000,107650646,Comedy
Paul Blart: Mall Cop 2,60,2015,38000000,107650646,Family
"Paul, Apostle of Christ",95,2018,5000000,25529498,History
Payback,10,1999,50000000,161626121,Documentary
Peeples,98,2013,11000000,9307166,Comedy
Penguins of Madagascar,37,2014,132000000,366942531,Family
Penguins of Madagascar,37,2014,132000000,366942531,Animation
Penguins of Madagascar,37,2014,132000000,366942531,Adventure
Penguins of Madagascar,37,2014,132000000,366942531,Comedy
People Like Us,60,2012,16000000,12617472,Drama
Peppermint,21,2018,25000000,51800758,Thriller
Peppermint,21,2018,25000000,51800758,Action
Peppermint,21,2018,25000000,51800758,Drama
Percy Jackson & the Olympians: The Lightning Thief,17,2010,95000000,223050874,Adventure
Percy Jackson & the Olympians: The Lightning Thief,17,2010,95000000,223050874,Fantasy
Percy Jackson & the Olympians: The Lightning Thief,17,2010,95000000,223050874,Family
Percy Jackson: Sea of Monsters,64,2013,90000000,200859554,Adventure
Percy Jackson: Sea of Monsters,64,2013,90000000,200859554,Family
Percy Jackson: Sea of Monsters,64,2013,90000000,200859554,Fantasy
Perfect Cowboy,41,2015,200000,0,Drama
Peter Rabbit,97,2018,50000000,347136477,Animation
Peter Rabbit,97,2018,50000000,347136477,Adventure
Peter Rabbit,97,2018,50000000,347136477,Family
Phantom,43,2013,18000000,1199510,Thriller
Philomena,65,2013,12000000,98963392,Drama
"Pink Ribbons, Inc.",76,2012,1200000,26608,Documentary
Piranha 3D,52,2010,24000000,83660160,Comedy
Piranha 3D,52,2010,24000000,83660160,Horror
Pirates of the Caribbean: Dead Men Tell No Tales,25,2017,230000000,788241137,Adventure
Pirates of the Caribbean: Dead Men Tell No Tales,25,2017,230000000,788241137,Action
Pirates of the Caribbean: Dead Men Tell No Tales,25,2017,230000000,788241137,Fantasy
Pirates of the Caribbean: Dead Men Tell No Tales,25,2017,230000000,788241137,Comedy
Pirates of the Caribbean: On Stranger Tides,2,2011,410600000,1045663875,Adventure
Pirates of the Caribbean: On Stranger Tides,2,2011,410600000,1045663875,Action
Pirates of the Caribbean: On Stranger Tides,2,2011,410600000,1045663875,Fantasy
Pitch Perfect,75,2012,17000000,116044347,Comedy
Pitch Perfect,75,2012,17000000,116044347,Music
Pitch Perfect,75,2012,17000000,116044347,Romance
Pitch Perfect 2,14,2015,29000000,287625468,Comedy
Pitch Perfect 2,14,2015,29000000,287625468,Music
Pitch Perfect 3,58,2017,45000000,185736412,Comedy
Pitch Perfect 3,58,2017,45000000,185736412,Music
Pitch Perfect 3,58,2017,45000000,185736412,Comedy
Pitch Perfect 3,58,2017,45000000,185736412,Music
Pixels,59,2015,90000000,244041804,Science Fiction
Pixels,59,2015,90000000,244041804,Action
Pixels,59,2015,90000000,244041804,Comedy
Pixels,59,2015,90000000,244041804,Science Fiction
Plastic,39,2014,10000000,575371,Drama
Plastic,39,2014,10000000,575371,Action
Plastic,39,2014,10000000,575371,Comedy
Plastic,39,2014,10000000,575371,Crime
Playing for Keeps,49,1986,35000000,2000000,Comedy
Playing for Keeps,49,1986,35000000,2000000,Romance
Please Give,15,2010,3000000,4570178,Comedy
Please Give,15,2010,3000000,4570178,Drama
Plush,73,2013,2000000,28864,Thriller
Point Break,100,2015,100000000,126704591,Action
Point Break,100,2015,100000000,126704591,Crime
Point Break,100,2015,100000000,126704591,Thriller
Point Break,41,1991,24000000,83531958,Action
Point Break,41,1991,24000000,83531958,Crime
Point Break,41,1991,24000000,83531958,Thriller
Polisse,24,2012,8900000,22744132,Drama
Poltergeist,62,2015,35000000,95713069,Horror
Poltergeist,62,2015,35000000,95713069,Thriller
Poltergeist,22,1982,10700000,121706019,Horror
Poltergeist,22,1982,10700000,121706019,Thriller
Pompeii,97,2014,80000000,108469033,Action
Pompeii,97,2014,80000000,108469033,Adventure
Pompeii,97,2014,80000000,108469033,History
Pompeii,97,2014,80000000,108469033,Romance
Pompeii,97,2014,80000000,108469033,Drama
Popeye,26,1980,20000000,49823037,Animation
Popeye,26,1980,20000000,49823037,Adventure
Popstar: Never Stop Never Stopping,47,2016,20000000,9537120,Comedy
Popstar: Never Stop Never Stopping,47,2016,20000000,9537120,Music
Pound of Flesh,76,2015,7500000,0,Action
Power Rangers,94,2017,120000000,142531552,Action
Power Rangers,94,2017,120000000,142531552,Adventure
Power Rangers,94,2017,120000000,142531552,Science Fiction
Praia do Futuro,48,2015,4000000,760678,Drama
Predators,35,2010,40000000,127234389,Action
Predators,35,2010,40000000,127234389,Science Fiction
Predators,35,2010,40000000,127234389,Adventure
Predators,35,2010,40000000,127234389,Thriller
Premium Rush,10,2012,35000000,31393201,Crime
Premium Rush,10,2012,35000000,31393201,Action
Premium Rush,10,2012,35000000,31393201,Thriller
Pride and Prejudice and Zombies,74,2016,28000000,16638300,Romance
Pride and Prejudice and Zombies,74,2016,28000000,16638300,Horror
Pride and Prejudice and Zombies,74,2016,28000000,16638300,Comedy
Pride and Prejudice and Zombies,74,2016,28000000,16638300,Thriller
Priest,29,2011,60000000,84154026,Fantasy
Priest,29,2011,60000000,84154026,Horror
Prisoners,48,2013,46000000,113402302,Drama
Prisoners,48,2013,46000000,113402302,Thriller
Prisoners,48,2013,46000000,113402302,Crime
Project Almanac,84,2015,12000000,32909437,Science Fiction
Project Almanac,84,2015,12000000,32909437,Thriller
Project X,58,2012,12000000,103028188,Comedy
Project X,58,2012,12000000,103028188,Crime
Project X,58,2012,12000000,103028188,Documentary
Prom,97,2011,8000000,10763183,Comedy
Prom,97,2011,8000000,10763183,Romance
Prometheus,75,2012,125000000,402448265,Science Fiction
Prometheus,75,2012,125000000,402448265,Adventure
Prometheus,75,2012,125000000,402448265,Mystery
Promised Land,13,2013,15000000,12394562,Drama
Proud Mary,50,2018,30000000,21709539,Thriller
Proud Mary,50,2018,30000000,21709539,Action
Proud Mary,50,2018,30000000,21709539,Crime
Puss in Boots,46,2011,130000000,554987477,Action
Puss in Boots,46,2011,130000000,554987477,Adventure
Puss in Boots,46,2011,130000000,554987477,Animation
Puss in Boots,46,2011,130000000,554987477,Family
Puss in Boots,46,2011,130000000,554987477,Fantasy
Puss in Boots,46,2011,130000000,554987477,Comedy
Q,74,1982,1200000,255000,Drama
Q,74,1982,1200000,255000,Romance
Quartet,90,2013,11000000,56178935,Drama
Quartet,90,2013,11000000,56178935,Comedy
Quartet,90,2013,11000000,56178935,Romance
Que Horas Ela Volta?,73,2015,1200000,3249041,Drama
Queen Crab,3,2015,75000,0,Science Fiction
Queen Crab,3,2015,75000,0,Horror
Queen of Katwe,6,2016,15000000,10055481,Drama
Queen of the Desert,22,2017,36000000,1578543,Drama
Queen of the Desert,22,2017,36000000,1578543,History
R.I.P.D.,55,2013,130000000,79076678,Fantasy
R.I.P.D.,55,2013,130000000,79076678,Action
R.I.P.D.,55,2013,130000000,79076678,Comedy
R.I.P.D.,55,2013,130000000,79076678,Crime
R.L. Stine's Monsterville: The Cabinet of Souls,63,2015,4400000,0,Comedy
R.L. Stine's Monsterville: The Cabinet of Souls,63,2015,4400000,0,Horror
RED 2,28,2013,84000000,141507355,Action
RED 2,28,2013,84000000,141507355,Comedy
RED 2,28,2013,84000000,141507355,Crime
RED 2,28,2013,84000000,141507355,Thriller
Rabbit Hole,52,2010,5000000,6205034,Drama
Race,90,2016,5000000,23745772,Action
Race,90,2016,5000000,23745772,Drama
Ramona and Beezus,60,2010,15000000,27469621,Comedy
Ramona and Beezus,60,2010,15000000,27469621,Family
Rampage,90,2018,120000000,428056280,Action
Rampage,90,2018,120000000,428056280,Adventure
Rampage,90,2018,120000000,428056280,Science Fiction
Rampage,90,2018,120000000,428056280,Fantasy
Rango,29,2011,135000000,245724600,Animation
Rango,29,2011,135000000,245724600,Comedy
Rango,29,2011,135000000,245724600,Family
Rango,29,2011,135000000,245724600,Western
Rango,29,2011,135000000,245724600,Adventure
Raymond Did It,32,2011,40000,3632,Horror
Re-Kill,59,2013,9500000,0,Horror
Re-Kill,59,2013,9500000,0,Science Fiction
Reach Me,90,2014,5000000,0,Drama
Ready Player One,78,2018,150000000,579290136,Adventure
Ready Player One,78,2018,150000000,579290136,Science Fiction
Reagan,30,2019,25000000,0,Documentary
Real Steel,31,2011,110000000,263880341,Action
Real Steel,31,2011,110000000,263880341,Science Fiction
Real Steel,31,2011,110000000,263880341,Drama
Rebound,10,2005,45000000,17492014,Thriller
Rebound,10,2005,45000000,17492014,Horror
Red Dawn,1,2012,65000000,48164150,War
Red Dawn,1,2012,65000000,48164150,Action
Red Dawn,1,2012,65000000,48164150,Thriller
Red Dawn,1,2012,65000000,48164150,Science Fiction
Red Eye,30,2005,26000000,96666486,Horror
Red Lights,56,2012,17700000,14518884,Thriller
Red Riding Hood,55,2011,42000000,91678442,Fantasy
Red Riding Hood,55,2011,42000000,91678442,Thriller
Red Riding Hood,55,2011,42000000,91678442,Horror
Red River,97,1948,3000000,9012000,Action
Red River,97,1948,3000000,9012000,Horror
Red River,97,1948,3000000,9012000,Science Fiction
Red River,97,1948,3000000,9012000,Western
Red Sky,27,2015,25000000,91116,Action
Red Sky,27,2015,25000000,91116,Thriller
