index,id,release_date,production_budget,worldwide_gross,genre_ids
Hot Tub Time Machine,10,2010,36000000,65967750,Science Fiction
Hot Tub Time Machine,10,2010,36000000,65967750,Comedy
Hot Tub Time Machine,10,2010,36000000,65967750,Adventure
Hot Tub Time Machine 2,7,2015,14000000,12826644,Comedy
Hotel Artemis,15,2018,15000000,12758799,Thriller
Hotel Artemis,15,2018,15000000,12758799,Science Fiction
Hotel Artemis,15,2018,15000000,12758799,Action
Hotel Transylvania,96,2012,85000000,378505812,Animation
Hotel Transylvania,96,2012,85000000,378505812,Comedy
Hotel Transylvania,96,2012,85000000,378505812,Family
Hotel Transylvania,96,2012,85000000,378505812,Fantasy
Hotel Transylvania 2,42,2015,80000000,469500298,Animation
Hotel Transylvania 2,42,2015,80000000,469500298,Comedy
Hotel Transylvania 2,42,2015,80000000,469500298,Family
Hotel Transylvania 2,42,2015,80000000,469500298,Fantasy
Hotel Transylvania 3: Summer Vacation,77,2018,65000000,527079962,Family
Hotel Transylvania 3: Summer Vacation,77,2018,65000000,527079962,Fantasy
Hotel Transylvania 3: Summer Vacation,77,2018,65000000,527079962,Comedy
Hotel Transylvania 3: Summer Vacation,77,2018,65000000,527079962,Animation
House at the End of the Drive,28,2014,1400000,0,Thriller
House at the End of the Drive,28,2014,1400000,0,Horror
House at the End of the Street,73,2012,6900000,44103982,Horror
House at the End of the Street,73,2012,6900000,44103982,Thriller
Housebound,7,2014,1500000,236863,Horror
Housebound,7,2014,1500000,236863,Comedy
Housebound,7,2014,1500000,236863,Thriller
How to Be a Latin Lover,75,2017,10000000,62556228,Comedy
How to Fall in Love,66,2012,4000000,0,Comedy
How to Fall in Love,66,2012,4000000,0,Romance
How to Fall in Love,66,2012,4000000,0,TV Movie
How to Train Your Dragon,30,2010,165000000,494870992,Fantasy
How to Train Your Dragon,30,2010,165000000,494870992,Adventure
How to Train Your Dragon,30,2010,165000000,494870992,Animation
How to Train Your Dragon,30,2010,165000000,494870992,Family
How to Train Your Dragon 2,99,2014,145000000,614586270,Fantasy
How to Train Your Dragon 2,99,2014,145000000,614586270,Action
How to Train Your Dragon 2,99,2014,145000000,614586270,Adventure
How to Train Your Dragon 2,99,2014,145000000,614586270,Animation
How to Train Your Dragon 2,99,2014,145000000,614586270,Comedy
How to Train Your Dragon 2,99,2014,145000000,614586270,Family
Howards End,77,1992,8000000,26317943,Drama
Howards End,77,1992,8000000,26317943,Romance
Hugo,89,2011,180000000,180047784,Adventure
Hugo,89,2011,180000000,180047784,Drama
Hugo,89,2011,180000000,180047784,Family
Hunt for the Wilderpeople,25,2016,2500000,23845533,Adventure
Hunt for the Wilderpeople,25,2016,2500000,23845533,Comedy
Hunt for the Wilderpeople,25,2016,2500000,23845533,Drama
Hush,22,2016,1000000,0,Horror
Hush,22,2016,1000000,0,Horror
Hush,22,2016,1000000,0,Thriller
I Am Not Your Negro,32,2017,1000000,9617402,Documentary
I Am Wrath,50,2016,18000000,309608,Action
I Am Wrath,50,2016,18000000,309608,Crime
I Am Wrath,50,2016,18000000,309608,Drama
I Am Wrath,50,2016,18000000,309608,Thriller
I Can Only Imagine,90,2018,7000000,85604221,Drama
I Can Only Imagine,90,2018,7000000,85604221,Family
I Can Only Imagine,90,2018,7000000,85604221,Music
I Don't Know How She Does It,58,2011,24000000,24474463,Romance
I Don't Know How She Does It,58,2011,24000000,24474463,Comedy
I Feel Pretty,99,2018,32000000,91553797,Comedy
"I Love You, Man",12,2009,40000000,92302502,Comedy
I Origins,70,2014,1000000,852399,Science Fiction
I Origins,70,2014,1000000,852399,Drama
I Spit on Your Grave,37,2010,1750000,1278471,Thriller
I Spit on Your Grave,37,2010,1750000,1278471,Crime
I Spit on Your Grave,37,2010,1750000,1278471,Horror
I Want Your Money,14,2010,400000,433588,Documentary
"I, Frankenstein",14,2014,65000000,74575290,Horror
"I, Frankenstein",14,2014,65000000,74575290,Thriller
"I, Tonya",83,2017,11000000,53797409,Drama
"I, Tonya",83,2017,11000000,53797409,Drama
Icarus,91,2010,6000000,0,Action
Icarus,91,2010,6000000,0,Drama
Icarus,91,2010,6000000,0,Thriller
Icarus,91,2010,6000000,0,Adventure
Icarus,91,2010,6000000,0,Drama
Icarus,91,2010,6000000,0,Science Fiction
Icarus,91,2010,6000000,0,Documentary
Ice Age: Collision Course,52,2016,105000000,402156682,Adventure
Ice Age: Collision Course,52,2016,105000000,402156682,Animation
Ice Age: Collision Course,52,2016,105000000,402156682,Family
Ice Age: Collision Course,52,2016,105000000,402156682,Comedy
Ice Age: Continental Drift,14,2012,95000000,879765137,Animation
Ice Age: Continental Drift,14,2012,95000000,879765137,Comedy
Ice Age: Continental Drift,14,2012,95000000,879765137,Adventure
Ice Age: Continental Drift,14,2012,95000000,879765137,Family
Ida,3,2014,2600000,15298355,Drama
Identity,52,2003,28000000,82183683,Drama
Identity Thief,32,2013,35000000,175361578,Comedy
Identity Thief,32,2013,35000000,175361578,Crime
If Beale Street Could Talk,96,2018,12000000,19859167,Drama
If Beale Street Could Talk,96,2018,12000000,19859167,Romance
If Beale Street Could Talk,96,2018,12000000,19859167,Crime
If I Stay,73,2014,11000000,78356170,Drama
Immortals,45,2011,75000000,211562435,Fantasy
Immortals,45,2011,75000000,211562435,Action
Immortals,45,2011,75000000,211562435,Drama
In Dubious Battle,61,2017,15000000,214182,Drama
In Dubious Battle,61,2017,15000000,214182,Drama
In Time,74,2011,35000000,165103952,Action
In Time,74,2011,35000000,165103952,Thriller
In Time,74,2011,35000000,165103952,Science Fiction
In the Heart of the Sea,1,2015,100000000,89693309,Thriller
In the Heart of the Sea,1,2015,100000000,89693309,Drama
In the Heart of the Sea,1,2015,100000000,89693309,Adventure
In the Heart of the Sea,1,2015,100000000,89693309,Action
In the Heart of the Sea,1,2015,100000000,89693309,History
In the Heart of the Sea,1,2015,100000000,89693309,Thriller
In the Heart of the Sea,1,2015,100000000,89693309,Drama
In the Heart of the Sea,1,2015,100000000,89693309,Adventure
In the Heart of the Sea,1,2015,100000000,89693309,Action
In the Heart of the Sea,1,2015,100000000,89693309,History
In the Name of the King III,30,2014,3500000,0,Action
In the Name of the King III,30,2014,3500000,0,Adventure
In the Name of the King III,30,2014,3500000,0,Drama
In the Name of the King III,30,2014,3500000,0,Fantasy
Incarnate,39,2016,5000000,9371036,Horror
Incarnate,39,2016,5000000,9371036,Thriller
Incendies,76,2010,6800000,16038343,Drama
Incendies,76,2010,6800000,16038343,War
Incendies,76,2010,6800000,16038343,Mystery
Inception,38,2010,160000000,835524642,Action
Inception,38,2010,160000000,835524642,Science Fiction
Inception,38,2010,160000000,835524642,Adventure
Incredibles 2,44,2018,200000000,1242520711,Action
Incredibles 2,44,2018,200000000,1242520711,Adventure
Incredibles 2,44,2018,200000000,1242520711,Animation
Incredibles 2,44,2018,200000000,1242520711,Family
Independence Day: Resurgence,33,2016,165000000,384169424,Action
Independence Day: Resurgence,33,2016,165000000,384169424,Adventure
Independence Day: Resurgence,33,2016,165000000,384169424,Science Fiction
Independence Daysaster,32,2013,1800000,0,Action
Independence Daysaster,32,2013,1800000,0,Science Fiction
Indie Game: The Movie,92,2012,100000,0,Documentary
Indivisible,93,2018,2700000,3588305,Drama
Indivisible,93,2018,2700000,3588305,War
Inescapable,53,2013,4000000,4327,Thriller
Inescapable,53,2013,4000000,4327,Romance
Infected,83,2012,2100000,0,Horror
Inferno,64,2016,75000000,219519367,Mystery
Inferno,64,2016,75000000,219519367,Thriller
Inferno,64,2016,75000000,219519367,Drama
Inferno,64,2016,75000000,219519367,Mystery
Inferno,64,2016,75000000,219519367,Thriller
Inferno,64,2016,75000000,219519367,Drama
Inherent Vice,56,2014,20000000,14772346,Comedy
Inherent Vice,56,2014,20000000,14772346,Romance
Inherent Vice,56,2014,20000000,14772346,Crime
Inherent Vice,56,2014,20000000,14772346,Drama
Inherent Vice,56,2014,20000000,14772346,Mystery
Inherent Vice,56,2014,20000000,14772346,Comedy
Inherent Vice,56,2014,20000000,14772346,Romance
Inherent Vice,56,2014,20000000,14772346,Crime
Inherent Vice,56,2014,20000000,14772346,Drama
Inherent Vice,56,2014,20000000,14772346,Mystery
Inside Job,17,2010,2000000,7799257,Documentary
Inside Llewyn Davis,94,2013,11000000,32943247,Drama
Inside Out,98,2015,175000000,854235992,Drama
Inside Out,98,2015,175000000,854235992,Crime
Inside Out,98,2015,175000000,854235992,Drama
Inside Out,98,2015,175000000,854235992,Comedy
Inside Out,98,2015,175000000,854235992,Animation
Inside Out,98,2015,175000000,854235992,Family
Insidious,63,2011,1500000,99870886,Horror
Insidious,63,2011,1500000,99870886,Thriller
Insidious: The Last Key,45,2018,10000000,167885588,Mystery
Insidious: The Last Key,45,2018,10000000,167885588,Horror
Insidious: The Last Key,45,2018,10000000,167885588,Thriller
Instant Family,20,2018,48000000,119736188,Comedy
Instant Family,20,2018,48000000,119736188,Drama
Interstellar,32,2014,165000000,666379375,Adventure
Interstellar,32,2014,165000000,666379375,Drama
Interstellar,32,2014,165000000,666379375,Science Fiction
Into the Grizzly Maze,47,2015,10000000,0,Action
Into the Grizzly Maze,47,2015,10000000,0,Horror
Into the Grizzly Maze,47,2015,10000000,0,Thriller
Into the Storm,40,2014,50000000,150429371,Action
Into the Storm,40,2014,50000000,150429371,Thriller
Into the Woods,77,2014,56200000,213116401,Fantasy
Into the Woods,77,2014,56200000,213116401,Comedy
Iris,23,2001,5500000,5580479,Documentary
Iron Man 2,15,2010,170000000,621156389,Adventure
Iron Man 2,15,2010,170000000,621156389,Action
Iron Man 2,15,2010,170000000,621156389,Science Fiction
Iron Man 3,48,2013,200000000,1215392272,Action
Iron Man 3,48,2013,200000000,1215392272,Adventure
Iron Man 3,48,2013,200000000,1215392272,Science Fiction
Ironclad,25,2011,25000000,5297411,Romance
Ironclad,25,2011,25000000,5297411,Adventure
Ironclad,25,2011,25000000,5297411,Action
Ironclad,25,2011,25000000,5297411,History
It,24,2017,35000000,697457969,Horror
It,24,2017,35000000,697457969,Thriller
It,24,2017,35000000,697457969,Horror
It,24,2017,35000000,697457969,Thriller
It Comes at Night,4,2017,5000000,19720203,Horror
It Follows,94,2015,2000000,23250755,Horror
It Follows,94,2015,2000000,23250755,Thriller
It Follows,94,2015,2000000,23250755,Horror
It Follows,94,2015,2000000,23250755,Thriller
It's Kind of a Funny Story,1,2010,8000000,6632950,Comedy
It's Kind of a Funny Story,1,2010,8000000,6632950,Drama
J. Edgar,76,2011,35000000,84606030,Drama
J. Edgar,76,2011,35000000,84606030,Crime
J. Edgar,76,2011,35000000,84606030,History
Jack Reacher,68,2012,60000000,217370736,Crime
Jack Reacher,68,2012,60000000,217370736,Drama
Jack Reacher,68,2012,60000000,217370736,Thriller
Jack Reacher,68,2012,60000000,217370736,Action
Jack Reacher: Never Go Back,85,2016,60000000,159946489,Action
Jack Reacher: Never Go Back,85,2016,60000000,159946489,Thriller
Jack Reacher: Never Go Back,85,2016,60000000,159946489,Action
Jack Reacher: Never Go Back,85,2016,60000000,159946489,Thriller
Jack Ryan: Shadow Recruit,97,2014,60000000,131377412,Action
Jack Ryan: Shadow Recruit,97,2014,60000000,131377412,Drama
Jack Ryan: Shadow Recruit,97,2014,60000000,131377412,Thriller
Jack and Jill,11,2011,79000000,150519217,Comedy
Jack the Giant Slayer,66,2013,195000000,197687603,Action
Jack the Giant Slayer,66,2013,195000000,197687603,Adventure
Jack the Giant Slayer,66,2013,195000000,197687603,Family
Jack the Giant Slayer,66,2013,195000000,197687603,Fantasy
Jackass 3D,98,2010,20000000,171685793,Comedy
Jackass 3D,98,2010,20000000,171685793,Documentary
Jackass 3D,98,2010,20000000,171685793,Action
Jackass Presents: Bad Grandpa,3,2013,15000000,160903019,Comedy
Jackie,87,2016,9000000,36588512,Drama
Jackpot,17,2001,400000,44452,Comedy
Jagten,33,2013,3450000,18309793,Drama
Jane Got a Gun,12,2016,25000000,3771345,Action
Jane Got a Gun,12,2016,25000000,3771345,Drama
Jane Got a Gun,12,2016,25000000,3771345,Western
Jason Bourne,86,2016,120000000,416168316,Action
Jason Bourne,86,2016,120000000,416168316,Thriller
Jaws,41,1975,12000000,470700000,Animation
"Jeff, Who Lives at Home",65,2012,10000000,4708127,Drama
"Jeff, Who Lives at Home",65,2012,10000000,4708127,Comedy
Jem and the Holograms,53,2015,5000000,2368937,Drama
Jem and the Holograms,53,2015,5000000,2368937,Fantasy
Jem and the Holograms,53,2015,5000000,2368937,Music
Jem and the Holograms,53,2015,5000000,2368937,Drama
Jem and the Holograms,53,2015,5000000,2368937,Fantasy
Jem and the Holograms,53,2015,5000000,2368937,Music
Jersey Boys,43,2014,40000000,65282732,Music
Jersey Boys,43,2014,40000000,65282732,Drama
Jesus People,97,2014,250000,0,Comedy
Jigsaw,61,2017,10000000,102445196,Crime
Jigsaw,61,2017,10000000,102445196,Horror
Jigsaw,61,2017,10000000,102445196,Mystery
Jigsaw,61,2017,10000000,102445196,Thriller
Jingle All the Way,83,1996,60000000,129832389,Animation
Jobs,11,2013,18000000,43402515,Drama
Jobs,11,2013,18000000,43402515,History
Joe,30,2014,4000000,373375,Drama
John Carter,14,2012,275000000,282778100,Action
John Carter,14,2012,275000000,282778100,Adventure
John Carter,14,2012,275000000,282778100,Science Fiction
John Wick,6,2014,30000000,76235001,Action
John Wick,6,2014,30000000,76235001,Thriller
Johnny English Reborn,19,2011,45000000,164640401,Crime
Johnny English Reborn,19,2011,45000000,164640401,Adventure
Johnny English Reborn,19,2011,45000000,164640401,Action
Johnny English Reborn,19,2011,45000000,164640401,Comedy
Johnny English Reborn,19,2011,45000000,164640401,Thriller
Jonah Hex,40,2010,47000000,11022696,Action
Jonah Hex,40,2010,47000000,11022696,Western
Jonah Hex,40,2010,47000000,11022696,Drama
Jonah Hex,40,2010,47000000,11022696,Fantasy
Jonah Hex,40,2010,47000000,11022696,Thriller
Journey 2: The Mysterious Island,10,2012,79000000,318146162,Adventure
Journey 2: The Mysterious Island,10,2012,79000000,318146162,Action
Journey 2: The Mysterious Island,10,2012,79000000,318146162,Science Fiction
Joy,88,2015,60000000,101134059,Drama
Joy,88,2015,60000000,101134059,Comedy
Joyful Noise,86,2012,27500000,31157914,Comedy
Joyful Noise,86,2012,27500000,31157914,Music
Julia,84,2009,6000000,1365108,Crime
Julia,84,2009,6000000,1365108,Thriller
Julia,84,2009,6000000,1365108,Horror
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,Action
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,Adventure
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,Comedy
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,Fantasy
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,Action
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,Adventure
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,Comedy
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,Fantasy
Jumping the Broom,93,2011,7000000,38158601,Comedy
Jupiter Ascending,91,2015,179000000,181982519,Science Fiction
Jupiter Ascending,91,2015,179000000,181982519,Fantasy
Jupiter Ascending,91,2015,179000000,181982519,Action
Jupiter Ascending,91,2015,179000000,181982519,Adventure
Jurassic World,34,2015,215000000,1648854864,Action
Jurassic World,34,2015,215000000,1648854864,Adventure
Jurassic World,34,2015,215000000,1648854864,Science Fiction
Jurassic World,34,2015,215000000,1648854864,Thriller
Jurassic World: Fallen Kingdom,13,2018,170000000,1305772799,Action
Jurassic World: Fallen Kingdom,13,2018,170000000,1305772799,Adventure
Jurassic World: Fallen Kingdom,13,2018,170000000,1305772799,Science Fiction
Just Getting Started,44,2017,22000000,6756412,Action
Just Getting Started,44,2017,22000000,6756412,Comedy
Just Getting Started,44,2017,22000000,6756412,Action
Just Getting Started,44,2017,22000000,6756412,Comedy
Just Wright,85,2010,12000000,21867665,Comedy
Just Wright,85,2010,12000000,21867665,Drama
Just Wright,85,2010,12000000,21867665,Romance
Justice League,9,2017,300000000,655945209,Action
Justice League,9,2017,300000000,655945209,Adventure
Justice League,9,2017,300000000,655945209,Fantasy
Justice League,9,2017,300000000,655945209,Science Fiction
Justice League,9,2017,300000000,655945209,Action
Justice League,9,2017,300000000,655945209,Adventure
Justice League,9,2017,300000000,655945209,Fantasy
Justice League,9,2017,300000000,655945209,Science Fiction
Justin Bieber: Never Say Never,48,2011,13000000,99034125,Documentary
Justin Bieber: Never Say Never,48,2011,13000000,99034125,Music
Justin Bieber: Never Say Never,48,2011,13000000,99034125,Family
Katy Perry: Part of Me,79,2012,12000000,32700439,Documentary
Katy Perry: Part of Me,79,2012,12000000,32700439,Music
Keanu,70,2016,15000000,20688141,Action
Keanu,70,2016,15000000,20688141,Comedy
Kevin Hart: Laugh at My Pain,75,2011,750000,7712436,Comedy
Kevin Hart: Laugh at My Pain,75,2011,750000,7712436,Documentary
Kevin Hart: Let Me Explain,14,2013,2500000,32327255,Comedy
Kevin Hart: Let Me Explain,14,2013,2500000,32327255,Documentary
Kevin Hart: What Now?,97,2016,10000000,23591043,Comedy
Khiladi 786,12,2012,5600000,14683763,Action
Khiladi 786,12,2012,5600000,14683763,Comedy
Khumba,54,2013,15000000,20898221,Animation
Khumba,54,2013,15000000,20898221,Adventure
Khumba,54,2013,15000000,20898221,Family
Kick-Ass,54,2010,28000000,97531134,Action
Kick-Ass,54,2010,28000000,97531134,Crime
Kick-Ass 2,65,2013,28000000,63129909,Action
Kick-Ass 2,65,2013,28000000,63129909,Adventure
Kick-Ass 2,65,2013,28000000,63129909,Crime
Kicks,13,2016,10000000,150191,Adventure
Kidnap,69,2017,21000000,34836080,Drama
Kidnap,69,2017,21000000,34836080,Thriller
Kill List,70,2012,800000,462206,Horror
Kill List,70,2012,800000,462206,Thriller
Kill List,70,2012,800000,462206,Crime
Kill the Irishman,32,2011,12000000,1188194,Action
Kill the Irishman,32,2011,12000000,1188194,Crime
Kill the Irishman,32,2011,12000000,1188194,Thriller
Kill the Irishman,32,2011,12000000,1188194,Drama
Kill the Messenger,51,2014,5000000,6656705,Thriller
Kill the Messenger,51,2014,5000000,6656705,Crime
Kill the Messenger,51,2014,5000000,6656705,Drama
Kill the Messenger,51,2014,5000000,6656705,Mystery
Killer Elite,38,2011,70000000,65409046,Action
Killer Elite,38,2011,70000000,65409046,Adventure
Killer Elite,38,2011,70000000,65409046,Thriller
Killer Joe,90,2012,10000000,4659110,Crime
Killer Joe,90,2012,10000000,4659110,Drama
Killer Joe,90,2012,10000000,4659110,Thriller
Killers,54,2010,75000000,95572749,Action
Killers,54,2010,75000000,95572749,Comedy
Killers,54,2010,75000000,95572749,Thriller
Killers,54,2010,75000000,95572749,Romance
Killing Them Softly,82,2012,15000000,39238443,Crime
Killing Them Softly,82,2012,15000000,39238443,Thriller
Kin,88,2018,30000000,10096821,Science Fiction
Kin,88,2018,30000000,10096821,Action
King Arthur: Legend of the Sword,11,2017,175000000,139630336,Action
King Arthur: Legend of the Sword,11,2017,175000000,139630336,Drama
King Arthur: Legend of the Sword,11,2017,175000000,139630336,Fantasy
